co_id,ticker_full,name,board,commodities,listing_date,status,covers_listing,first_price_date,last_price_date,trading_days,milestones_filled,consolidated,split_factor,n_splits,div_total,vol_base,mcap_30jun2026,px_base,px_d7,px_d30,px_d90,px_d180,px_d365,px_d730,px_d1095,px_d1825,px_d2555,px_d3650,px_d5475,px_latest,ret_d7,ret_d30,ret_d90,ret_d180,ret_d365,ret_d730,ret_d1095,ret_d1825,ret_d2555,ret_d3650,ret_d5475,ret_latest
V-04572,APM.TO,Andean Precious Metals Corp.,TSX,Gold | Silver,2025-01-09,ok,True,2019-06-27,2026-08-25,1797.0,5.0,False,1.0,0.0,0.0,113300.0,878967938.58,1.276,1.39,1.62,1.62,3.14,9.67,,,,,,,7.24,0.0893,0.2696,0.2696,1.4608,6.5784,,,,,,,4.674
GRA0022,ARIS.TO,Aris Mining Corporation,TSX,Gold | Silver,2010-12-22,ok,True,2010-11-15,2026-08-25,3959.0,11.0,True,0.0027,2.0,0.345,685.0,4365734206.95,757.0703,763.3734,644.3152,602.2946,329.161,133.0651,115.5565,11.0654,1.961,1.7462,6.6529,21.58,29.25,0.0083,-0.1489,-0.2044,-0.5652,-0.8242,-0.8474,-0.9854,-0.9974,-0.9977,-0.9912,-0.9715,-0.9614
V-04422,AMC.TO,Arizona Metals Corp.,TSX,Gold | Copper | Zinc,2022-10-13,ok,True,2018-03-28,2026-08-25,2111.0,7.0,False,1.0,0.0,0.0,80340.0,21865653.28,3.846,3.63,4.34,4.56,4.35,2.82,1.61,0.83,,,,,0.215,-0.0562,0.1284,0.1856,0.131,-0.2668,-0.5814,-0.7842,,,,,-0.9441
V-00604,ATX.TO,ATEX Resources Inc.,TSX,Gold | Copper,2026-04-27,ok,True,1996-08-08,2026-08-25,7548.0,3.0,False,1.0,0.0,0.0,263120.0,914095960.48,3.148,2.9,2.96,2.36,,,,,,,,,2.83,-0.0788,-0.0597,-0.2503,,,,,,,,,-0.101
AVA0002,AVL.TO,Avalon Advanced Materials Inc.,TSX,Lithium,2008-02-28,ok,True,1996-08-08,2026-08-25,7549.0,11.0,True,0.0056,1.0,0.0,179.0,41781439.8,268.56,257.4,180.0,234.0,288.0,108.0,451.8,1305.0,199.8,63.0,23.4,25.2,9.43,-0.0416,-0.3298,-0.1287,0.0724,-0.5979,0.6823,3.8592,-0.256,-0.7654,-0.9129,-0.9062,-0.9649
AVI0002,ASM.TO,Avino Silver & Gold Mines Ltd.,TSX,Gold | Silver | Copper,2018-01-08,ok,True,1996-04-16,2026-08-25,7627.0,9.0,False,1.0,0.0,0.0,20700.0,1531213416.27,1.878,1.85,1.64,1.81,1.66,0.9,0.75,1.76,1.06,1.34,,,10.34,-0.0149,-0.1267,-0.0362,-0.1161,-0.5208,-0.6006,-0.0628,-0.4356,-0.2865,,,4.5059
MAY0003,AYA.TO,Aya Gold & Silver Inc.,TSX,Silver,2018-07-31,ok,True,2008-07-24,2026-08-25,4538.0,9.0,False,1.0,0.0,0.0,57040.0,3850374258.14,2.49,2.36,2.27,2.48,1.86,1.92,2.01,10.28,8.4,12.78,,,38.19,-0.0522,-0.0884,-0.004,-0.253,-0.2289,-0.1928,3.1285,2.3735,4.1325,,,14.3373
BTW0001,BTO.TO,B2Gold Corp.,TSX,Gold,2008-10-23,ok,True,2008-02-13,2026-08-25,4650.0,11.0,False,1.0,0.0,1.171,60560.0,7058009249.76,0.2796,0.2906,0.3141,0.3691,0.5811,0.6204,1.7591,2.7093,2.0967,1.2329,2.7171,4.1372,8.12,0.0393,0.1234,0.3201,1.0783,1.2189,5.2915,8.6899,6.4989,3.4095,8.7178,13.7969,28.0415
BAR0007,ABX.TO,Barrick Mining Corporation,TSX,Gold | Copper,1983-05-02,no price near listing,False,1995-01-12,2026-08-25,7946.0,1.0,False,1.0,0.0,10.659,,86745601490.1,,,,,,,,,,,,22.811,67.58,,,,,,,,,,,,
BEL0018,BSX.TO,Belo Sun Mining Corp.,TSX,Gold,2012-02-16,ok,True,2003-11-28,2026-08-25,5709.0,10.0,False,1.0,0.0,0.0,595260.0,590823251.2,1.016,1.01,0.92,0.8,1.19,1.22,0.53,0.23,1.06,0.33,0.59,,1.64,-0.0059,-0.0945,-0.2126,0.1713,0.2008,-0.4783,-0.7736,0.0433,-0.6752,-0.4193,,0.6142
