co_id,ticker_full,ticker,name,name_normalised,board,isin,cusip,sedar_issuer_no,former_names,commodities,commodity_count,is_polymetallic,company_type,is_royalty_streamer,no_disclosed_commodity,property_regions,property_jurisdictions,property_region_count,jurisdiction_count,hq_matches_property,no_disclosed_property,shell_like,stage,incorporation_jurisdiction,mcap,shares,px,size_band,value_ytd,vol_ytd,trades_ytd,months,turnover,turnover_pctile,turnover_pctile_in_band,attention_ratio,avg_trade,dormant,hq_location,hq_region,listing_type,listing_date_iso,days_listed,lyear,yrs,exchange,sector,listing_date,interlisted_2,tsxv_grad,po_id,interlisted,otc_tier,cpc_flag,index_member,annual_list,comm_oil_and_gas,comm_gold,comm_silver,comm_copper,comm_nickel,comm_diamond,comm_molybdenum,comm_platinum_pgm,comm_iron,comm_lead,comm_zinc,comm_rare_earths,comm_potash,comm_lithium,comm_uranium,comm_coal,comm_tungsten,comm_base_precious_metals,comm_royalty_streaming,comm_other_properties,prop_africa,prop_asia,prop_aus_nz_png,prop_canada,prop_latin_america,prop_other,prop_uk_europe,prop_usa,enrich_source,data_asof,properties_asof
V-00463,PBM.V,PBM,Pacific Bay Minerals Ltd.,pacific bay minerals,TSXV,,,,,Silver | Copper | Lead | Zinc | Rare Earths,5,True,Operator,False,False,CANADA,BC,1,1,True,False,False,,,1641041.325,36467585,0.045,<5M,131266.0,2369311.0,234.0,6.0,0.0799894542570401,27.66761095372993,44.0,0.20326589504485887,560.965811965812,False,BC,Canada,,,,,,TSXV,Mining,,,,35031.0,,,,,,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01475,BKM.V,BKM,Pacific Booker Minerals Inc.,pacific booker minerals,TSXV,,,,,Gold | Copper | Molybdenum,3,True,Operator,False,False,CANADA,BC,1,1,True,False,False,,,37376032.42,17144969,2.18,25-100M,4139142.5,1928428.0,1593.0,6.0,0.1107432285344748,38.432483474976394,41.73913043478261,0.28141611512790354,2598.3317639673573,False,BC,Canada,,,,,,TSXV,Mining,,,,14617.0,,,,,,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04420,PEMC.V,PEMC,Pacific Empire Minerals Corp.,pacific empire minerals,TSXV,,,,,Copper,1,False,Royalty/Streamer,True,False,CANADA,BC,1,1,True,False,False,,,13256859.75,265137195,0.05,5-25M,6417219.0,69551251.0,5340.0,6.0,0.4840678049716864,88.10198300283287,92.28187919463086,1.2300930985700533,1201.726404494382,False,BC,Canada,IPO,2018-03-20,3024.0,2018.0,8.0,TSXV,Mining,20180320.0,,,1179546.0,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01480,PPM.V,PPM,Pacific Imperial Mines Inc.,pacific imperial mines,TSXV,,,,,Lithium,1,False,Operator,False,False,USA,CA,1,1,False,False,False,,,1241405.61,82760374,0.015,<5M,583580.0,15514133.0,836.0,6.0,0.4700961517323898,87.72426817752597,92.0,1.1945889108328047,698.0622009569378,False,BC,Canada,Other,2005-12-15,7502.0,2005.0,21.0,TSXV,Mining,20051215.0,,,17407.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-01483,PEX.V,PEX,Pacific Ridge Exploration Ltd.,pacific ridge exploration,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,CANADA,BC | YT,1,2,True,False,False,,,11311785.0,62843250,0.18,5-25M,7514305.0,31147698.0,5794.0,6.0,0.6642899418615188,94.52313503305004,95.63758389261746,1.6880661439178986,1296.91146013117,False,BC,Canada,,,,,,TSXV,Mining,,,,18293.0,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04270,PA.V,PA,Palamina Corp.,palamina,TSXV,,,,,Gold,1,False,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,11654354.5,93234836,0.125,5-25M,1203331.5,6969624.0,698.0,6.0,0.1032516644315221,35.2219074598678,38.25503355704698,0.26237886206977823,1723.970630372493,False,ON,Canada,Other,2015-11-13,3882.0,2015.0,11.0,TSXV,Mining,20151113.0,,,1175810.0,,OTCQB,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-02429,PNN.V,PNN,Pambili Natural Resources Corporation,pambili natural resources,TSXV,,,,,Gold,1,False,Operator,False,False,AFRICA,Zimbabwe,1,1,False,False,False,,,3340164.355,60730261,0.055,<5M,,,,,,,,,,True,AB,Canada,Other,2007-01-05,7116.0,2007.0,19.0,TSXV,Mining,20070105.0,,,1109438.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-02401,PGZ.V,PGZ,Pan Global Resources Inc.,pan global resources,TSXV,,,,,Copper,1,False,Operator,False,False,UK/EUROPE,Spain,1,1,False,False,False,,,65569708.08,364276156,0.18,25-100M,5412364.5,32656583.0,3594.0,6.0,0.0825436723524299,28.800755429650614,29.130434782608695,0.2097565684982722,1505.94449081803,False,BC,Canada,QT,2009-06-09,6230.0,2009.0,17.0,TSXV,Mining,20090609.0,,,1109593.0,,OTCQX,Y,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
V-01502,PML.V,PML,Panoro Minerals Ltd.,panoro minerals,TSXV,,,,,Copper,1,False,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,474336664.34,308010821,1.5399999999999998,100-500M,91937127.5,85239705.0,31371.0,6.0,0.1938225197664677,58.35694050991501,44.26229508196721,0.4925337761847951,2930.6406394440723,False,BC,Canada,,,,,,TSXV,Mining,,,,1087567.0,Lima (BVL),OTCQB,Y,Y,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-00172,PNTR.V,PNTR,Pantera Silver Corp.,pantera silver,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Bolivia | Mexico,1,2,False,False,False,,,31008685.46,72113222,0.43,25-100M,11312743.0,16855201.0,7003.0,6.0,0.3648249782981932,78.84796978281398,86.52173913043478,0.9270781559554985,1615.4138226474367,False,BC,Canada,,,,,,TSXV,Mining,,,,22277.0,,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-03803,PDQ.V,PDQ,Paradigm Gold Corporation,paradigm gold,TSXV,,,,,Gold | Copper | Nickel,3,True,Operator,False,False,CANADA,BC | MB,1,2,True,False,False,,,1494431.155,17581543,0.085,<5M,111614.5,1106505.0,148.0,6.0,0.0746869466864132,26.062322946175637,42.0,0.18979138196889614,754.152027027027,False,BC,Canada,Other,2011-06-28,5481.0,2011.0,15.0,TSXV,Mining,20110628.0,,,1146680.0,,,,,,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-02889,PGDC.V,PGDC,Patagonia Gold Corp.,patagonia gold,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Argentina,1,1,True,False,False,,,244270772.72,469751486,0.52,100-500M,51921530.5,56485848.0,21441.0,6.0,0.2125572778185626,62.79508970727101,48.63387978142077,0.5401417690043333,2421.600228534117,False,Argentina,Latin America,RTO,2019-07-24,2533.0,2019.0,7.0,TSXV,Mining,20190724.0,,,1108787.0,,,Y,Y,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-04097,PAT.V,PAT,Patterson Metals Corp.,patterson metals,TSXV,,,,,,0,False,Operator,False,True,,,0,0,False,True,True,,,2417648.2,7110730,0.34,<5M,91905.5,269175.0,311.0,6.0,0.038014422445747,10.764872521246458,20.5,0.09660067911224772,295.516077170418,False,BC,Canada,QT,2014-09-19,4302.0,2014.0,12.0,TSXV,Mining,20140919.0,,,1160350.0,,,Y,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-5072,PCU.V,PCU,Pecoy Copper Corp.,pecoy copper,TSXV,,,,,Copper,1,False,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,387554378.05,209488853,1.85,100-500M,60700192.5,34459894.0,31935.0,6.0,0.1566236789929097,49.19735599622285,35.51912568306011,0.3980056195084048,1900.7418976045087,False,BC,Canada,Other,2025-09-08,295.0,2025.0,1.0,TSXV,Mining,20250908.0,,,1188915.0,,,,Y,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-02903,PX.V,PX,Pelangio Exploration Inc.,pelangio exploration,TSXV,,,,,Gold,1,False,Operator,False,False,AFRICA | CANADA,Ghana | ON | SK,2,3,True,False,False,,,38984521.975,251513045,0.155,25-100M,3220187.5,15246076.0,3207.0,6.0,0.0826016925913582,28.89518413597734,29.565217391304348,0.2099040071313522,1004.112098534456,False,ON,Canada,Other,2008-09-10,6502.0,2008.0,18.0,TSXV,Mining,20080910.0,,,1118330.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-5076,PMI.V,PMI,Perseverance Metals Inc.,perseverance metals,TSXV,,,,,Copper | Nickel | Platinum/PGM | Lithium,4,True,Operator,False,False,CANADA | USA,ON | QC | MI,2,3,True,False,False,,,19304855.0,38609710,0.5,5-25M,4269176.0,5894726.0,2325.0,6.0,0.2211451989667884,64.58923512747874,74.49664429530202,0.561965039271428,1836.204731182796,False,BC,Canada,Other,2025-10-14,259.0,2025.0,1.0,TSXV,Mining,20251014.0,,,1188430.0,,,,,,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,,2026-06-30,2026-07-31
V-00581,PER.V,PER,Peruvian Metals Corp.,peruvian metals,TSXV,,,,,Gold | Silver | Copper,3,True,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,24409514.25,147936450,0.165,5-25M,8989393.0,51601268.0,6772.0,6.0,0.3682741453980388,79.3201133144476,85.57046979865773,0.9358430368291255,1327.4354695806262,False,ON,Canada,RTO,,,,,TSXV,Mining,,,,1005786.0,,OTCQB,,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-02518,PHNM.V,PHNM,Phenom Resources Corp.,phenom resources,TSXV,,,,,Gold,1,False,Operator,False,False,USA,NV,1,1,False,False,False,,,49827418.92,123030664,0.405,25-100M,4675647.0,13508153.0,3130.0,6.0,0.0938368292266341,32.577903682719544,35.65217391304348,0.23845427197979185,1493.8169329073482,False,BC,Canada,Other,2007-05-14,6987.0,2007.0,19.0,TSXV,Mining,20070514.0,,,1112789.0,,OTCQX,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02785,PINN.V,PINN,Pinnacle Silver and Gold Corp.,pinnacle silver and gold,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA | LATIN AMERICA,ON | Mexico,2,2,True,False,False,,,16129537.38,146632158,0.11,5-25M,2386118.5,19005304.0,2092.0,6.0,0.1479347140457168,47.49763928234183,54.36241610738255,0.37592558091570316,1140.592017208413,False,BC,Canada,IPO,2008-04-02,6663.0,2008.0,18.0,TSXV,Mining,20080402.0,,,1112886.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,2026-06-30,2026-07-31
V-02430,YARR.V,YARR,Pirate Gold Corp.,pirate gold,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,NL,1,1,True,False,False,,,125756191.912,507081419,0.248,100-500M,24390403.5,96371989.0,15854.0,6.0,0.1939499211066091,58.45136921624173,44.80874316939891,0.4928575232046279,1538.4384697868045,False,NL,Canada,QT,2008-09-10,6502.0,2008.0,18.0,TSXV,Mining,20080910.0,,,1109135.0,,OTCQB,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-03862,PJX.V,PJX,PJX Resources Inc.,pjx resources,TSXV,,,,,Copper | Lead | Zinc,3,True,Operator,False,False,CANADA,BC,1,1,True,False,False,,,36449115.69,186918542,0.1949999999999999,25-100M,1426995.0,9794184.0,878.0,6.0,0.0391503325385615,11.3314447592068,8.695652173913043,0.09948720689082792,1625.279043280182,False,ON,Canada,IPO,2011-09-14,5403.0,2011.0,15.0,TSXV,Mining,20110914.0,,,1142080.0,,OTCQB,,,,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01567,PGC.V,PGC,Plato Gold Corp.,plato gold,TSXV,,,,,,0,False,Operator,False,True,,,0,0,False,True,True,,,6919971.51,230665717,0.03,5-25M,269704.0,9663898.0,319.0,6.0,0.0389747269349668,11.142587346553352,11.409395973154362,0.09904096518907975,845.4670846394985,False,ON,Canada,QT,2005-06-01,7699.0,2005.0,21.0,TSXV,Mining,20050601.0,,,1092371.0,,OTCQB,Y,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-01568,PLY.V,PLY,Playfair Mining Ltd.,playfair mining,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,CANADA | UK/EUROPE,NS | Norway,2,2,True,False,False,,,5310203.7,88503395,0.06,5-25M,1156478.0,21860524.0,1030.0,6.0,0.2177841125002417,64.21152030217186,74.16107382550335,0.5534239852626036,1122.7941747572816,False,BC,Canada,,,,,,TSXV,Mining,,,,30132.0,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,2026-06-30,2026-07-31
V-03154,PGP.V,PGP,Power Group Projects Corp.,power projects,TSXV,,,,,Silver | Platinum/PGM,2,True,Operator,False,False,CANADA,NL | ON | SK,1,3,True,False,False,,,254340.855,16956057,0.015,<5M,,,,,,,,,,True,BC,Canada,QT,2011-12-05,5321.0,2011.0,15.0,TSXV,Mining,20111205.0,,,1133845.0,,,Y,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01012,PNPN.V,PNPN,Power Metallic Mines Inc.,power metallic mines,TSXV,,,,,Gold | Copper | Nickel,3,True,Operator,False,False,LATIN AMERICA,Chile,1,1,False,False,False,,,293550062.08,259778816,1.13,100-500M,106515520.0,83587448.0,75377.0,6.0,0.3628529976974481,78.5646836638338,68.30601092896174,0.9220670403585165,1413.103731907611,False,BC,Canada,,,,,,TSXV,Mining,,,,33630.0,,OTCQB,,Y,,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-02549,PWM.V,PWM,Power Metals Corp.,power metals,TSXV,,,,,Lithium,1,False,Operator,False,False,CANADA,ON,1,1,True,False,False,,,120413300.7,174512030,0.6900000000000001,100-500M,13845109.0,24073762.0,9256.0,6.0,0.1149798977315136,39.47119924457035,25.683060109289617,0.2921821637819896,1495.7982929991356,False,BC,Canada,Other,2007-07-05,6935.0,2007.0,19.0,TSXV,Mining,20070705.0,,,1112214.0,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04998,PWRO.V,PWRO,Power One Resources Corp.,power one resources,TSXV,,,,,Copper | Nickel | Platinum/PGM | Rare Earths,4,True,Operator,False,False,CANADA,BC | ON,1,2,True,False,False,,,996557.76,33218592,0.03,<5M,142112.0,3334165.0,502.0,6.0,0.1426028733146385,46.553352219074604,65.5,0.3623765276247957,283.0916334661355,False,BC,Canada,Other,2024-01-18,894.0,2024.0,2.0,TSXV,Mining,20240118.0,,,1186636.0,,,,,,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01783,PPX.V,PPX,PPX Mining Corp.,ppx mining,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,152146744.925,869409971,0.175,100-500M,4894260.5,16718681.0,4260.0,6.0,0.0321680263512216,8.593012275731821,4.371584699453552,0.08174405899927972,1148.887441314554,False,BC,Canada,Other,2005-07-15,7655.0,2005.0,21.0,TSXV,Mining,20050715.0,,,1023916.0,Lima (BVL),,,Y,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-04011,PRG.V,PRG,Precipitate Gold Corp.,precipitate gold,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,CANADA | LATIN AMERICA,NL | Dominican Republic,2,2,True,False,False,,,59037876.44,193566808,0.305,25-100M,30613068.5,73945415.0,10037.0,6.0,0.5185326835241434,89.80169971671388,94.34782608695652,1.3176738234499326,3050.021769453024,False,BC,Canada,IPO,2012-05-29,5145.0,2012.0,14.0,TSXV,Mining,20120529.0,,,1151635.0,,OTCQB,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,2026-06-30,2026-07-31
V-04993,PUR.V,PUR,Premier American Uranium Inc.,premier american uranium,TSXV,,,,,Uranium,1,False,Operator,False,False,USA,CO | NM | WY,1,3,False,False,False,,,45429748.6,95641576,0.475,25-100M,34068548.5,42783289.0,16304.0,6.0,0.7499171699136367,96.50613786591123,99.1304347826087,1.9056585167111177,2089.5822190873405,False,ON,Canada,Other,2023-12-01,942.0,2023.0,3.0,TSXV,Mining,20231201.0,,,1187605.0,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-04776,HDRO.V,HDRO,Primary Hydrogen Corp.,primary hydrogen,TSXV,,,,,,0,False,Operator,False,True,CANADA | USA,BC | NL | ON | CO,2,4,True,False,False,,,4944141.0,4944141,1.0,<5M,574595.0,2269347.0,583.0,6.0,0.1162173570697114,40.226628895184135,59.0,0.2953267443057184,985.5831903945112,False,BC,Canada,Other,2021-08-27,1768.0,2021.0,5.0,TSXV,Mining,20210827.0,,,1185285.0,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,,2026-06-30,2026-07-31
V-01600,PMX.V,PMX,ProAm Explorations Corporation,proam explorations,TSXV,,,,,,0,False,Operator,False,True,,,0,0,False,True,True,,,3298100.96,20613131,0.16,<5M,802020.5,5383138.0,428.0,6.0,0.2431764550955408,66.7610953729934,80.0,0.6179499567529627,1873.8796728971963,False,BC,Canada,,,,,,TSXV,Mining,,,,34360.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-02692,PPP.V,PPP,Prospector Metals Corp.,prospector metals,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,ON | YT,1,2,True,False,False,,,191841738.0,159868115,1.2,100-500M,78188115.0,58816711.0,41624.0,6.0,0.407565714401524,82.34183191690275,74.31693989071039,1.0356891479870514,1878.4382807995387,False,BC,Canada,QT,2009-07-20,6189.0,2009.0,17.0,TSXV,Mining,20090720.0,,,1115632.0,,OTCQB,Y,Y,Y,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-02762,PGX.V,PGX,Prosper Gold Corp.,prosper gold,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,CANADA,BC | ON,1,2,True,False,False,,,2170258.475,62007385,0.035,<5M,358119.5,7601998.0,442.0,6.0,0.1650123725470073,50.70821529745042,71.0,0.4193226208477483,810.2251131221719,False,ON,Canada,QT from NEX,2013-09-03,4683.0,2013.0,13.0,TSXV,Mining,20130903.0,,,1116553.0,,OTCQB,Y,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04087,PHD.V,PHD,Providence Gold Mines Inc.,providence gold mines,TSXV,,,,,Gold,1,False,Operator,False,False,USA,CA,1,1,False,False,False,,,3542536.6,70850732,0.05,<5M,249103.5,4392738.0,340.0,6.0,0.0703178338369178,24.551463644948065,40.5,0.17868877297933036,732.6573529411764,False,BC,Canada,IPO,2012-12-11,4949.0,2012.0,14.0,TSXV,Mining,20121211.0,,,1155086.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-01565,PTX.V,PTX,PTX Metals Inc.,ptx metals,TSXV,,,,,Gold | Silver | Copper | Nickel | Platinum/PGM,5,True,Operator,False,False,CANADA,ON,1,1,True,False,False,,,18284745.15,174140430,0.105,5-25M,7877676.0,54702815.0,6257.0,6.0,0.4308332402434387,84.98583569405099,90.26845637583892,1.0948156229663442,1259.018059773054,False,ON,Canada,Other,2025-03-11,476.0,2025.0,1.0,TSXV,Mining,20250311.0,,,1044234.0,,OTCQB,,,,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01611,PUMA.V,PUMA,Puma Exploration Inc.,puma exploration,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,NB,1,1,True,False,False,,,25251878.625,202015029,0.125,25-100M,2988688.5,16999673.0,2882.0,6.0,0.1183550952538288,40.60434372049103,45.21739130434783,0.3007590762224968,1037.0189104788342,False,QC,Canada,,,,,,TSXV,Mining,,,,1060173.0,SSEV,OTCQB,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-00180,PE.V,PE,Pure Energy Minerals Limited,pure energy minerals,TSXV,,,,,Lithium,1,False,Operator,False,False,USA,NV,1,1,False,False,False,,,9511035.24,33967983,0.28,5-25M,489338.0,1511872.0,735.0,6.0,0.051449499202991,16.43059490084986,17.114093959731544,0.13074134087100983,665.7659863945578,False,BC,Canada,COB,2009-08-17,6161.0,2009.0,17.0,TSXV,Mining,20090817.0,,,1020424.0,,OTCQB,Y,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-01613,PTU.V,PTU,Purepoint Uranium Group Inc.,purepoint uranium,TSXV,,,,,Uranium,1,False,Operator,False,False,CANADA,SK,1,1,True,False,False,,,26194115.97,79376109,0.3299999999999999,25-100M,8522627.5,17128252.0,6540.0,6.0,0.3253641966677145,75.44853635505193,84.34782608695653,0.8268020486637297,1303.1540519877676,False,ON,Canada,QT,2005-06-03,7697.0,2005.0,21.0,TSXV,Mining,20050603.0,,,1094712.0,,OTCQB,Y,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04887,PWH.V,PWH,Purewave Hydrogen Corp.,purewave hydrogen,TSXV,,,,,,0,False,Operator,False,True,USA,KS,1,1,True,False,False,,,356730.0,35673000,0.01,<5M,25013.5,871215.0,104.0,3.0,0.0701188573991534,24.362606232294617,39.5,0.17818314227975013,240.51442307692307,True,CO,USA,IPO,2022-05-09,1513.0,2022.0,4.0,TSXV,Mining,20220509.0,,,1186050.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-03655,QTWO.V,QTWO,Q2 Metals Corp.,q2 metals,TSXV,,,,,Lithium,1,False,Operator,False,False,CANADA,QC,1,1,True,False,False,,,611456539.7,200477554,3.0500000000000003,500M-2B,122287248.5,48801689.0,115815.0,6.0,0.1999933610326549,59.86779981114259,37.9746835443038,0.5082148629580668,1055.884371627164,False,ON,Canada,QT,2012-01-25,5270.0,2012.0,14.0,TSXV,Mining,20120125.0,,,1138406.0,,OTCQB,Y,Y,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-02845,QCX.V,QCX,QCX Gold Corp.,qcx gold,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,QC,1,1,True,False,False,,,4749533.25,22616825,0.21,<5M,86578.5,341243.0,129.0,6.0,0.0182288438553409,4.343720491029273,9.0,0.04632238457312311,671.1511627906976,False,BC,Canada,QT,2011-01-04,5656.0,2011.0,15.0,TSXV,Mining,20110104.0,,,1118018.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01616,QGR.V,QGR,Q-Gold Resources Ltd.,q gold resources,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,CANADA | LATIN AMERICA,ON | Peru,2,2,False,False,False,,,39408869.95,192238390,0.205,25-100M,10314466.0,42035065.0,7971.0,6.0,0.2617295551251907,69.68838526912181,76.08695652173914,0.6650963277141283,1293.9989963618116,False,AZ,USA,Other,1998-03-25,10324.0,1998.0,28.0,TSXV,Mining,19980325.0,,,1023132.0,,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,2026-06-30,2026-07-31
V-03734,QMC.V,QMC,QMC Quantum Minerals Corp.,qmc quantum minerals,TSXV,,,,,Gold | Copper | Zinc | Lithium,4,True,Operator,False,False,CANADA,MB,1,1,True,False,False,,,3642828.84,104080824,0.0349999999999999,<5M,120574.5,2119761.0,614.0,6.0,0.0330991395137851,8.970727101038715,16.5,0.08411016528334472,196.37540716612375,False,BC,Canada,IPO,2011-02-28,5601.0,2011.0,15.0,TSXV,Mining,20110228.0,,,1139030.0,,,,,,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-02006,QRO.V,QRO,Quadro Resources Ltd.,quadro resources,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,NL,1,1,True,False,False,,,1607663.79,35725862,0.045,<5M,63965.5,1292014.0,114.0,6.0,0.0397878588781302,11.614730878186968,21.0,0.10110726247478889,561.1008771929825,False,BC,Canada,,,,,,TSXV,Mining,,,,38823.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
