ticker_full,co_id,name,board,mcap,isin,cusip,sedar_issuer_no,former_names,stage,incorporation_jurisdiction
FMAN.V,V-04845,Freeman Gold Corp.,TSXV,103934247.14,,,,,,
IPT.V,V-00951,IMPACT Silver Corp.,TSXV,103111673.91,,,,,,
NCAU.V,V-03145,Newcore Gold Ltd.,TSXV,101626083.0,,,,,,
SLR.TO,SOL0007,Solitario Resources Corp.,TSX,101316343.32,,,,,,
EMO.V,V-03654,Emerita Resources Corp.,TSXV,99369025.93,,,,,,
CCCM.V,V-03842,C3 Metals Inc.,TSXV,98975036.24,,,,,,
NKL.V,V-04608,Nickel 28 Capital Corp.,TSXV,98965804.15,,,,,,
FT.TO,FOR0013,Fortune Minerals Limited,TSX,98461341.75,,,,,,
CVV.V,V-00323,Canalaska Uranium Ltd.,TSXV,98318451.745,,,,,,
ETL.V,V-00189,E3 Lithium Ltd.,TSXV,98205031.68,,,,,,
SOMA.V,V-03692,Soma Gold Corp.,TSXV,97903881.27,,,,,,
RCK.V,V-00857,Rock Tech Lithium Inc.,TSXV,97199987.85,,,,,,
HAN.V,V-00391,Hannan Metals Ltd.,TSXV,95579459.58,,,,,,
VCU.V,V-04789,Vizsla Copper Corp.,TSXV,95205276.24,,,,,,
ADE.V,V-02548,Adex Mining Inc.,TSXV,94809601.74,,,,,,
ADY.V,V-04534,Adyton Resources Corporation,TSXV,94512565.5,,,,,,
ELBM.V,V-04064,Electra Battery Materials Corporation,TSXV,92870434.62,,,,,,
SGO.V,V-00218,Sonoro Gold Corp.,TSXV,92210286.825,,,,,,
EDCU.V,V-03990,Edge Copper Corporation,TSXV,92089552.5,,,,,,
LGO.TO,LAR0005,Largo Inc.,TSX,90566384.48,,,,,,
SHL.V,V-01842,Homeland Nickel Inc.,TSXV,89787421.165,,,,,,
SGQ.V,SOU0021,SouthGobi Resources Ltd.,TSXV,89095399.8,,,,,,
THM.V,V-03647,"Thunder Mountain Gold, Inc.",TSXV,89083469.53,,,,,,
INTR.V,V-01147,Intrepid Metals Corp.,TSXV,88352913.935,,,,,,
BRO.V,V-00961,Barksdale Resources Corp.,TSXV,87912828.9,,,,,,
YGT.V,V-02870,Gold Terra Resource Corp.,TSXV,86736784.54,,,,,,
EDG.V,V-00633,Endurance Gold Corporation,TSXV,86053596.06,,,,,,
ARIC.V,V-04294,Awale Resources Limited,TSXV,85677790.32,,,,,,
FUU.V,V-04169,F3 Uranium Corp.,TSXV,85512921.345,,,,,,
REVX.V,V-03026,Rev Exploration Corp.,TSXV,85299157.18,,,,,,
AUAU.V,V-04397,A2 Gold Corp.,TSXV,85150226.94,,,,,,
SYH.V,V-01801,Skyharbour Resources Ltd.,TSXV,85142060.85,,,,,,
MSR.V,V-02888,Minsud Resources Corp.,TSXV,84633707.5,,,,,,
S.TO,SHE0006,Sherritt International Corporation,TSX,84476090.88,,,,,,
WVM.V,V-02617,West Vault Mining Inc.,TSXV,84209570.7,,,,,,
ABI.V,V-00017,Abcourt Mines Inc.,TSXV,83555410.4,,,,,,
LEM.V,V-03802,Leading Edge Materials Corp.,TSXV,82409743.68,,,,,,
CRE.V,V-02461,Critical Elements Lithium Corporation,TSXV,82374083.56,,,,,,
ZEN.V,V-03706,Zentek Ltd.,TSXV,82302695.8,,,,,,
AZS.V,V-03888,Arizona Gold & Silver Inc.,TSXV,82214908.2,,,,,,
DAN.V,V-02212,Arianne Phosphate Inc.,TSXV,82109485.73,,,,,,
SCD.V,V-04401,Scandium Canada Ltd.,TSXV,82048568.7,,,,,,
SGN.V,V-02529,Scorpio Gold Corporation,TSXV,81766582.38,,,,,,
NEXT.TO,ENE0022,NextSource Materials Inc.,TSX,80654166.12,,,,,,
LVX.V,V-04696,Leviathan Metals Corp.,TSXV,80217512.16,,,,,,
AGLD.V,V-04307,Austral Gold Limited,TSXV,80172441.48,,,,,,
ASTR.V,V-04733,Astra Exploration Inc.,TSXV,79712329.0,,,,,,
PGE.V,V-02358,Stillwater Critical Minerals Corp.,TSXV,79315551.645,,,,,,
GWM.V,V-04096,Galway Metals Inc.,TSXV,76089876.8,,,,,,
SRL.V,V-01097,Salazar Resources Limited,TSXV,74223407.16,,,,,,
NWST.V,V-01768,Northwest Copper Corp.,TSXV,74187723.5,,,,,,
AAN.V,V-02881,Aton Resources Inc.,TSXV,73923559.54,,,,,,
COSA.V,V-04985,Cosa Resources Corp.,TSXV,73454464.66,,,,,,
UGD.V,V-02042,Unigold Inc.,TSXV,72950320.655,,,,,,
ROS.V,V-01715,Roscan Gold Corporation,TSXV,72354926.325,,,,,,
PEAK.V,V-04659,Sun Peak Metals Corp.,TSXV,71434480.26,,,,,,
BMR.V,V-04488,Battery Mineral Resources Corp.,TSXV,71047819.33,,,,,,
NOAL.V,V-04443,NOA Lithium Brines Inc.,TSXV,70730828.75,,,,,,
NKG.V,V-01692,Nevada King Gold Corp.,TSXV,70256839.1,,,,,,
GSR.V,V-02307,Gold Strike Resources Corp.,TSXV,70220885.85,,,,,,
ESK.V,V-01075,Eskay Mining Corp.,TSXV,69962671.125,,,,,,
WHN.V,V-03704,Westhaven Gold Corp.,TSXV,68944180.27,,,,,,
GFG.V,V-04020,GFG Resources Inc.,TSXV,68446191.375,,,,,,
DRY.V,V-04992,Dryden Gold Corp.,TSXV,68049518.6,,,,,,
RYR.V,V-03748,Royal Road Minerals Limited,TSXV,67785214.52,,,,,,
RARE.V,V-04981,Tactical Resources Corp.,TSXV,67702650.4,,,,,,
TIGR.V,V-04739,Tiger Gold Corp.,TSXV,67632958.72,,,,,,
KDK.V,V-02217,Kodiak Copper Corp.,TSXV,67268188.76,,,,,,
ALTA.V,V-02021,Altamira Gold Corp.,TSXV,66710561.85,,,,,,
GPAC.V,V-04639,Great Pacific Gold Corp.,TSXV,66639478.1,,,,,,
DEF.V,V-02819,Defiance Silver Corp.,TSXV,65828228.025,,,,,,
KLDC.V,V-02124,Kirkland Lake Discoveries Corp.,TSXV,65801345.92,,,,,,
EOX.V,EUR0015,Euromax Resources Ltd.,TSXV,65612226.61,,,,,,
PGZ.V,V-02401,Pan Global Resources Inc.,TSXV,65569708.08,,,,,,
B.V,V-02360,BCM Resources Corporation,TSXV,65054085.475,,,,,,
RPX.V,V-02089,RPX Gold Inc.,TSXV,64668553.625,,,,,,
GLDC.V,V-03711,Cassiar Gold Corp.,TSXV,64601058.0,,,,,,
EQTY.V,V-01364,Equity Metals Corporation,TSXV,64530555.45,,,,,,
ELR.TO,ELG0001,Eastern Platinum Limited,TSX,62827384.93,,,,,,
GPG.V,V-00853,Grande Portage Resources Ltd.,TSXV,61979975.42,,,,,,
GTC.V,V-00782,Getty Copper Inc.,TSXV,61940214.85,,,,,,
LEGY.V,V-04974,Legacy Gold Mines Ltd.,TSXV,61722537.23,,,,,,
ALEX.V,V-04803,Alpha Exploration Ltd.,TSXV,61423616.67,,,,,,
WAM.V,V-04815,Alaska Silver Corp.,TSXV,61368013.5,,,,,,
SEVA.V,V-00786,Seva Mining Corp.,TSXV,61108404.025,,,,,,
OGW.V,V-00863,Ongwe Minerals Inc.,TSXV,61029173.92,,,,,,
ESM.TO,EUR0016,Euro Sun Mining Inc.,TSX,59886625.455,,,,,,
ANK.V,V-03680,Angkor Resources Corp.,TSXV,59777636.78,,,,,,
CAM.V,V-04968,Cascadia Minerals Ltd.,TSXV,59615951.73,,,,,,
AZM.V,V-00186,Azimut Exploration Inc.,TSXV,59554192.9,,,,,,
DEFN.V,V-04400,Defense Metals Corp.,TSXV,59272207.5,,,,,,
PRG.V,V-04011,Precipitate Gold Corp.,TSXV,59037876.44,,,,,,
COPR.TO,COP0013,Coppernico Metals Inc.,TSX,58870835.87,,,,,,
TNR.V,V-01912,TNR Gold Corp.,TSXV,58305536.1,,,,,,
BPAG.V,V-04541,BP Silver Corp.,TSXV,57890211.98,,,,,,
GSP.V,V-00161,Gensource Potash Corporation,TSXV,57401592.12,,,,,,
RTG.TO,RAT0002,RTG Mining Inc.,TSX,57351162.33,,,,,,
CTM.V,V-00553,Canterra Minerals Corporation,TSXV,57230613.325,,,,,,
RK.V,V-02809,Rockhaven Resources Ltd.,TSXV,57096611.715,,,,,,
KC.V,V-01028,Kutcho Copper Corp.,TSXV,56828238.08,,,,,,
NMC.V,V-04881,Nuvau Minerals Inc.,TSXV,55899631.36,,,,,,
VUL.V,V-02119,Vulcan Minerals Inc.,TSXV,55858031.14,,,,,,
IVS.V,V-02607,Inventus Mining Corp.,TSXV,55260195.25,,,,,,
LME.V,V-01127,Laurion Mineral Exploration Inc.,TSXV,55112204.94,,,,,,
TK.V,V-01973,Tinka Resources Limited,TSXV,54846746.73,,,,,,
TSG.V,V-03149,Tristar Gold Inc.,TSXV,54586853.44,,,,,,
LIO.V,V-02184,Lion One Metals Limited,TSXV,54385343.325,,,,,,
AZEM.V,V-5060,Arizona Eagle Mining Corp.,TSXV,54015199.75,,,,,,
TAJ.V,V-02950,Tajiri Resources Corp.,TSXV,52976527.6,,,,,,
EML.V,V-04530,Electric Metals (USA) Limited,TSXV,52489690.24,,,,,,
MD.V,V-02479,Midland Exploration Inc.,TSXV,52417221.78,,,,,,
CANX.V,V-01406,Canex Metals Inc.,TSXV,52256965.5,,,,,,
GLB.V,V-00199,Goldbank Mining Corporation,TSXV,51980731.02,,,,,,
LVG.V,V-03957,Lake Victoria Gold Ltd.,TSXV,51890629.18,,,,,,
RGC.V,V-04979,Relevant Gold Corp.,TSXV,51481537.45,,,,,,
NMI.V,V-04356,Namibia Critical Metals Inc.,TSXV,51389091.38,,,,,,
SAG.V,V-01126,Sterling Metals Corp.,TSXV,50864453.2,,,,,,
SCY.V,GOL0061,Scandium International Mining Corp.,TSXV,50170513.82,,,,,,
PHNM.V,V-02518,Phenom Resources Corp.,TSXV,49827418.92,,,,,,
VIPR.V,V-04371,Silver Viper Minerals Corp.,TSXV,49200000.0,,,,,,
ZAU.V,V-04999,Zodiac Gold Inc.,TSXV,48739155.42,,,,,,
HART.V,V-5056,Gold Hart Copper Corp.,TSXV,48535080.24,,,,,,
GBU.V,V-04407,Gabriel Resources Ltd.,TSXV,48514102.175,,,,,,
SAGA.V,V-05029,Saga Metals Corp.,TSXV,48488738.0,,,,,,
GMA.V,V-03636,Geomega Resources Inc.,TSXV,48467220.92,,,,,,
FOXT.V,V-02348,Fox Tungsten Ltd.,TSXV,48105137.5,,,,,,
LCE.V,V-00515,Century Lithium Corp.,TSXV,47840051.705,,,,,,
HMR.V,V-02202,Homerun Resources Inc.,TSXV,47173303.85,,,,,,
BBB.V,V-02886,Brixton Metals Corporation,TSXV,46748934.54,,,,,,
GUN.V,V-00412,Gunpoint Exploration Ltd.,TSXV,46620547.74,,,,,,
KG.V,V-01088,Klondike Gold Corp.,TSXV,45893412.675,,,,,,
VIO.V,V-02107,Vior Gold Corporation Inc.,TSXV,45716676.06,,,,,,
PUR.V,V-04993,Premier American Uranium Inc.,TSXV,45429748.6,,,,,,
FMS.V,V-03127,Focus Graphite Inc.,TSXV,45363109.71,,,,,,
SRC.V,V-03801,Stakeholder Gold Corp.,TSXV,45325119.84,,,,,,
SAM.TO,STA0034,Starcore International Mines Ltd.,TSX,44661128.16,,,,,,
FOR.V,V-04300,Fortune Bay Corp.,TSXV,44054336.34,,,,,,
XXIX.V,V-04459,XXIX Metal Corp.,TSXV,43999348.565,,,,,,
TVI.V,V-04310,TVI Pacific Inc.,TSXV,43715222.34,,,,,,
JUGR.V,V-02404,Juggernaut Exploration Ltd.,TSXV,43649663.68,,,,,,
ONAU.V,V-05012,OnGold Resources Ltd.,TSXV,43638412.49,,,,,,
MSG.V,V-05028,Mithril Silver and Gold Limited,TSXV,42173495.55,,,,,,
XGC.V,V-04256,Xali Gold Corp.,TSXV,41932669.2,,,,,,
FTUR.V,V-01749,Future Fuels Inc.,TSXV,41846662.135,,,,,,
AVL.TO,AVA0002,Avalon Advanced Materials Inc.,TSX,41781439.8,,,,,,
MUN.V,V-03869,Mundoro Capital Inc.,TSXV,41640917.77,,,,,,
WHY.V,V-02355,West High Yield (W.H.Y.) Resources Ltd.,TSXV,41489221.82,,,,,,
NPR.V,V-03920,North Peak Resources Ltd.,TSXV,41419345.7,,,,,,
VML.V,V-04060,Viscount Mining Corp.,TSXV,41402465.38,,,,,,
EDM.V,V-01489,EDM Resources Inc.,TSXV,41239807.23,,,,,,
TITI.V,V-5098,Titiminas Silver Inc.,TSXV,41074850.3,,,,,,
QZM.V,V-01620,Quartz Mountain Resources Ltd.,TSXV,41010135.65,,,,,,
VCG.V,V-03812,Visionary Copper and Gold Mines Inc.,TSXV,40999198.2,,,,,,
NPK.TO,VER0016,Verde Agritech Ltd,TSX,40639481.28,,,,,,
RME.V,V-00287,Roland Minerals Enterprises Corp.,TSXV,40625111.31,,,,,,
AZT.V,V-04340,Aztec Minerals Corp.,TSXV,40609528.52,,,,,,
MMET.V,V-5100,Miata Metals Corp.,TSXV,40182671.36,,,,,,
MMG.V,V-03775,Metallic Minerals Corp.,TSXV,40144420.012,,,,,,
KCC.V,V-02984,Kincora Copper Limited,TSXV,40051104.24,,,,,,
BUFF.V,V-5088,Buffalo Potash Corporation,TSXV,39543523.43,,,,,,
BRW.V,V-02235,Brunswick Exploration Inc.,TSXV,39534898.34,,,,,,
QGR.V,V-01616,Q-Gold Resources Ltd.,TSXV,39408869.95,,,,,,
COR.V,V-03108,Camino Minerals Corporation,TSXV,39277201.48,,,,,,
PX.V,V-02903,Pelangio Exploration Inc.,TSXV,38984521.975,,,,,,
MANU.V,V-00936,Manhattan Uranium Discovery Corp.,TSXV,38528181.3,,,,,,
SMN.V,V-02701,Sun Summit Minerals Corp.,TSXV,38103053.52,,,,,,
TIG.V,V-02367,Triumph Gold Corp.,TSXV,37918432.44,,,,,,
VLC.V,V-04079,Velocity Minerals Ltd.,TSXV,37838578.545,,,,,,
STRR.V,V-04698,Star Royalties Ltd.,TSXV,37386209.715,,,,,,
BKM.V,V-01475,Pacific Booker Minerals Inc.,TSXV,37376032.42,,,,,,
BTR.V,V-02955,Bonterra Resources Inc.,TSXV,37221272.9,,,,,,
KNG.V,V-02027,Kingsmen Resources Ltd.,TSXV,36939702.02,,,,,,
BKI.TO,BLA0018,Black Iron Inc.,TSX,36555248.18,,,,,,
PJX.V,V-03862,PJX Resources Inc.,TSXV,36449115.69,,,,,,
BAU.V,V-03118,Blue Star Gold Corp.,TSXV,36288859.95,,,,,,
DAU.V,V-00542,Desert Gold Ventures Inc.,TSXV,36063909.9,,,,,,
FNC.V,V-00690,Fancamp Exploration Ltd.,TSXV,36000000.0,,,,,,
ATY.V,V-03960,Atico Mining Corporation,TSXV,35363728.53,,,,,,
TGOL.V,V-00331,Thunder Gold Corp.,TSXV,35357665.4,,,,,,
SMD.V,V-01876,Strategic Metals Ltd.,TSXV,34982629.605,,,,,,
LAF.V,V-5036,Lithium Africa Corp.,TSXV,34969643.8,,,,,,
CLCO.V,V-05021,Culico Metals Inc.,TSXV,34715413.17,,,,,,
JAY.V,V-5105,Blue Jay Gold Corp.,TSXV,34711670.82,,,,,,
DLP.V,V-04429,DLP Resources Inc.,TSXV,34691006.22,,,,,,
WEX.V,V-03791,Western Exploration Inc.,TSXV,34334997.95,,,,,,
EMNT.V,V-04062,Eminent Gold Corp.,TSXV,34010703.76,,,,,,
AMM.V,FAI0002,Almaden Minerals Ltd.,TSXV,33653979.345,,,,,,
MERG.V,V-04723,Metal Energy Corp.,TSXV,33577346.88,,,,,,
SPC.V,V-04703,SPC Nickel Corp.,TSXV,33514036.875,,,,,,
CD.V,V-00350,Cantex Mine Development Corp.,TSXV,33438579.72,,,,,,
GEMG.V,V-5090,Gemdale Gold Inc.,TSXV,33154246.32,,,,,,
CLM.V,V-01051,Consolidated Lithium Metals Inc.,TSXV,32809335.9,,,,,,
KRI.V,V-04506,Kobo Resources Inc.,TSXV,32478205.44,,,,,,
RSM.V,V-02216,Resouro Strategic Metals Inc.,TSXV,31320000.0,,,,,,
V.V,V-04930,Verdera Energy Corp.,TSXV,31062397.025,,,,,,
PNTR.V,V-00172,Pantera Silver Corp.,TSXV,31008685.46,,,,,,
CGM.V,V-02650,Canadian Goldfields Discovery Corp.,TSXV,30643321.98,,,,,,
CCMM.V,V-04833,Coyote Copper Mines Inc.,TSXV,30498196.0,,,,,,
EMM.V,V-02725,Giyani Metals Corp.,TSXV,30045332.25,,,,,,
AUM.V,V-05014,AuMega Metals Ltd.,TSXV,30031348.025,,,,,,
STUD.V,V-04159,Stallion Uranium Corp.,TSXV,30026506.0,,,,,,
LBNK.V,V-04872,LithiumBank Resources Corp.,TSXV,29916890.52,,,,,,
MSV.TO,MIN0027,Minco Silver Corporation,TSX,29888165.255,,,,,,
W.V,V-01277,Spartan Metals Corp.,TSXV,29779938.65,,,,,,
JG.V,V-01732,Japan Gold Corp.,TSXV,29206944.875,,,,,,
CDA.V,V-03003,Canuc Resources Corporation,TSXV,29178563.0,,,,,,
SPMC.V,V-04551,South Pacific Metals Corp.,TSXV,29038808.4,,,,,,
MOO.V,V-04637,Moon River Moly Ltd.,TSXV,28908106.92,,,,,,
NVLH.V,V-5037,Nevada Lithium Resources Inc.,TSXV,28534169.51,,,,,,
TSLV.V,V-04755,Tier One Silver Inc.,TSXV,28460614.16,,,,,,
ROAR.V,V-01084,Lion Rock Resources Inc.,TSXV,28387357.67,,,,,,
VM.V,V-04006,Voyageur Pharmaceuticals Ltd.,TSXV,28292794.0,,,,,,
MCC.V,V-04785,Morocco Strategic Minerals Corporation,TSXV,28200000.0,,,,,,
NVO.TO,V-04252,Novo Resources Corp.,TSX,28119163.735,,,,,,
SEND.V,V-04987,Sendero Resources Corp.,TSXV,27877104.15,,,,,,
LMS.V,V-02310,Latin Metals Inc.,TSXV,27800000.0,,,,,,
DLTA.V,V-00828,Delta Resources Limited,TSXV,27753857.62,,,,,,
TRR.V,V-03685,Terra Rossa Gold Ltd.,TSXV,27737037.14,,,,,,
TWR.V,V-01991,Tower Resources Ltd.,TSXV,27724976.16,,,,,,
FRED.V,V-04076,Fredonia Mining Inc.,TSXV,27237441.42,,,,,,
SRA.V,V-03956,Stria Lithium Inc.,TSXV,27031351.75,,,,,,
MRZ.V,V-01296,Mirasol Resources Ltd.,TSXV,27022142.645,,,,,,
MRZL.V,V-00443,Mont Royal Resources Limited,TSXV,26949031.76,,,,,,
MN.V,V-02863,Manganese X Energy Corp.,TSXV,26817325.04,,,,,,
RAK.V,V-03922,Rackla Metals Inc.,TSXV,26455242.315,,,,,,
IGO.V,V-03917,Independence Gold Corp.,TSXV,26394785.2,,,,,,
TRBC.V,V-00704,Tribeca Resources Corporation,TSXV,26308200.33,,,,,,
PTU.V,V-01613,Purepoint Uranium Group Inc.,TSXV,26194115.97,,,,,,
YRB.TO,YOR0001,Yorbeau Resources Inc.,TSX,26143608.15,,,,,,
GSTM.V,V-04928,Goldstorm Metals Corp.,TSXV,25609607.28,,,,,,
VCT.V,V-01985,Volt Carbon Technologies Inc.,TSXV,25588022.26,,,,,,
KIRO.V,V-5096,Kairos Gold Inc.,TSXV,25464970.88,,,,,,
PUMA.V,V-01611,Puma Exploration Inc.,TSXV,25251878.625,,,,,,
RDG.V,V-04657,Ridgeline Minerals Corp.,TSXV,25235746.725,,,,,,
GRL.V,V-5058,GreenLight Metals Inc.,TSXV,24830920.5,,,,,,
SAGE.V,V-04951,Sage Potash Corp.,TSXV,24829601.785,,,,,,
WML.V,V-02139,Wealth Minerals Ltd.,TSXV,24825982.415,,,,,,
STE.V,V-01029,Starr Peak Mining Ltd.,TSXV,24651558.32,,,,,,
OTMC.V,V-01714,Oreterra Metals Corp.,TSXV,24599669.32,,,,,,
DEX.V,V-04436,Almadex Minerals Ltd.,TSXV,24524359.2,,,,,,
GRDM.V,V-01324,Grid Metals Corp.,TSXV,24468892.035,,,,,,
PER.V,V-00581,Peruvian Metals Corp.,TSXV,24409514.25,,,,,,
OZ.V,V-04836,Valkea Resources Corp.,TSXV,24351907.79,,,,,,
MCI.V,V-03664,Minnova Corp.,TSXV,24287015.025,,,,,,
SNAG.V,V-02278,Silver North Resources Ltd.,TSXV,24265321.425,,,,,,
ARU.V,V-04112,Aurania Resources Ltd.,TSXV,23977525.425,,,,,,
BEX.V,V-04035,Benton Resources Inc.,TSXV,23623094.25,,,,,,
ANOR.V,V-00932,Anortech Inc.,TSXV,23613529.94,,,,,,
USCU.V,V-02673,US Copper Corp.,TSXV,23493944.1,,,,,,
STS.V,V-01821,South Star Battery Metals Corp.,TSXV,23413584.315,,,,,,
RRI.V,V-02572,Riverside Resources Inc.,TSXV,23360866.0,,,,,,
BVA.V,V-03121,Bravada Gold Corporation,TSXV,23346647.01,,,,,,
TWO.V,V-00054,T2 Metals Corp.,TSXV,23231858.96,,,,,,
CVB.V,V-01393,Compass Gold Corporation,TSXV,23135343.15,,,,,,
EPL.V,V-00603,Eagle Plains Resources Ltd.,TSXV,23040445.4,,,,,,
NIO.V,V-04223,Nio Strategic Metals Inc.,TSXV,22921060.0,,,,,,
ALGR.V,V-03724,Algo Grande Copper Corp.,TSXV,22863462.84,,,,,,
EAM.V,V-04137,East Africa Metals Inc.,TSXV,22862753.365,,,,,,
IRO.V,V-00992,Inter-Rock Minerals Inc.,TSXV,22573315.44,,,,,,
VLLC.V,V-5107,Argentina Metals Corp.,TSXV,22545603.045,,,,,,
CDB.V,V-03662,Cordoba Minerals Corp.,TSXV,22436176.85,,,,,,
NGC.V,V-03762,Northern Graphite Corporation,TSXV,22411845.18,,,,,,
RLYG.V,V-04236,Riley Gold Corp.,TSXV,22231427.855,,,,,,
EVI.V,V-04837,Eastport Critical Metals Corp.,TSXV,22103910.84,,,,,,
NTH.V,V-01341,Nord Precious Metals Mining Inc.,TSXV,22020654.24,,,,,,
FFOX.V,V-04525,FireFox Gold Corp.,TSXV,21879911.52,,,,,,
AMC.TO,V-04422,Arizona Metals Corp.,TSX,21865653.28,,,,,,
BSK.V,V-02320,Blue Sky Uranium Corp.,TSXV,21711558.3,,,,,,
VO.V,V-02855,ValOre Metals Corp.,TSXV,21671095.61,,,,,,
EVNI.V,V-04820,EV Nickel Inc.,TSXV,21609572.4,,,,,,
CCMC.V,V-04220,Core Critical Metals Corp.,TSXV,21351865.5,,,,,,
TOTC.V,V-04953,Totec Resources Ltd.,TSXV,21255038.75,,,,,,
GRC.TO,SOU0020,Gold Springs Resource Corp.,TSX,21226011.9,,,,,,
SAE.V,V-01735,Sable Resources Ltd.,TSXV,20786885.015,,,,,,
VAU.V,V-03079,Viva Gold Corp.,TSXV,20652852.24,,,,,,
UTWO.V,V-5061,U92 Energy Corp.,TSXV,20614430.77,,,,,,
CNRI.V,V-04867,Canadian North Resources Inc.,TSXV,20578557.06,,,,,,
JZR.V,V-02715,JZR Gold Inc.,TSXV,20208255.3,,,,,,
SWA.V,V-03900,Sarama Resources Ltd.,TSXV,20143677.92,,,,,,
STUV.V,V-04464,Stuve Gold Corp.,TSXV,20130210.63,,,,,,
KALO.V,V-04627,Kalo Gold Corp.,TSXV,20021688.63,,,,,,
SF.V,V-01497,Safi Silver Corp.,TSXV,19850069.16,,,,,,
NAM.V,V-04177,New Age Metals Inc.,TSXV,19358711.63,,,,,,
DIAM.TO,SHO0001,Star Diamond Corporation,TSX,19347852.25,,,,,,
PMI.V,V-5076,Perseverance Metals Inc.,TSXV,19304855.0,,,,,,
AURA.V,V-5093,Auranova Resources Inc.,TSXV,19272320.5,,,,,,
TBK.V,V-00027,Trailbreaker Resources Ltd.,TSXV,19202340.24,,,,,,
GPM.V,V-00490,GPM Metals Inc.,TSXV,19167357.36,,,,,,
DGC.V,V-04599,Daura Gold Corp.,TSXV,19081884.375,,,,,,
CN.V,V-02269,Condor Resources Inc.,TSXV,18991934.25,,,,,,
CTV.V,V-04856,Cleantech Vanadium Mining Corp.,TSXV,18915378.375,,,,,,
CBG.V,V-04094,Chibougamau Independent Mines Inc.,TSXV,18835333.255,,,,,,
BHS.V,V-02350,Bayhorse Silver Inc.,TSXV,18794470.5,,,,,,
ENDR.V,V-03100,Enduro Metals Corporation,TSXV,18752102.24,,,,,,
DMCU.V,V-04379,Domestic Metals Corp.,TSXV,18698131.14,,,,,,
NSU.V,V-04855,North Shore Uranium Ltd.,TSXV,18670833.3,,,,,,
IDEX.V,V-04942,IDEX Metals Corp.,TSXV,18657892.175,,,,,,
PTX.V,V-01565,PTX Metals Inc.,TSXV,18284745.15,,,,,,
WGF.V,V-02144,Wescan Goldfields Inc.,TSXV,18208813.68,,,,,,
COCO.V,V-04053,Coast Copper Corp.,TSXV,18001397.15,,,,,,
VTEN.V,V-04984,V Ten Metals Corp.,TSXV,17926396.6,,,,,,
SAO.V,V-02536,South Atlantic Gold Inc.,TSXV,17771219.11,,,,,,
LOD.V,V-01872,Lode Gold Resources Inc.,TSXV,17570753.778,,,,,,
FRI.V,V-00734,Freeport Resources Inc.,TSXV,17088540.84,,,,,,
HWY.V,V-01934,Highway 50 Gold Corp.,TSXV,16922270.96,,,,,,
NBY.V,V-04287,Niobay Metals Inc.,TSXV,16881356.97,,,,,,
BEEP.V,V-04446,Geiger Energy Corporation,TSXV,16740986.45,,,,,,
SR.V,V-02057,Strategic Resources Inc.,TSXV,16527838.6,,,,,,
KRN.TO,KAR0003,Karnalyte Resources Inc.,TSX,16518034.42,,,,,,
SME.V,V-02447,Sama Resources Inc.,TSXV,16505133.0,,,,,,
WRX.TO,WES0067,Western Resources Corp.,TSX,16356619.12,,,,,,
ZAC.V,V-04707,Zacatecas Silver Corp.,TSXV,16342385.7,,,,,,
CPAU.V,V-01015,CopAur Minerals Inc.,TSXV,16268797.215,,,,,,
VZZ.V,V-03822,Val-D'Or Mining Corporation,TSXV,16258610.7,,,,,,
MTT.V,V-01396,Magna Terra Minerals Inc.,TSXV,16253612.7,,,,,,
PINN.V,V-02785,Pinnacle Silver and Gold Corp.,TSXV,16129537.38,,,,,,
OMM.V,V-03779,Omineca Mining and Metals Ltd.,TSXV,16062650.82,,,,,,
CRI.V,V-04480,Churchill Resources Inc.,TSXV,16034097.0,,,,,,
ZNX.V,V-01217,Zincx Resources Corp.,TSXV,15971171.985,,,,,,
NOB.V,V-02534,Noble Mineral Exploration Inc.,TSXV,15854008.02,,,,,,
SGC.V,V-04447,Solstice Gold Corp.,TSXV,15748928.58,,,,,,
GMV.V,V-02411,GMV Minerals Inc.,TSXV,15331293.25,,,,,,
FYL.V,V-00698,Finlay Minerals Ltd.,TSXV,15291088.65,,,,,,
RYO.V,V-00649,Rio Silver Inc.,TSXV,15281946.255,,,,,,
BARU.V,V-00608,Baru Gold Corp.,TSXV,15262781.36,,,,,,
GRG.V,V-00819,Golden Arrow Resources Corporation,TSXV,15247493.64,,,,,,
CAF.V,V-02041,Canaf Investments Inc.,TSXV,15176382.4,,,,,,
RAGE.V,V-02850,Renegade Gold Inc.,TSXV,15130903.68,,,,,,
RBZ.V,V-04518,Arya Resources Ltd.,TSXV,15116952.595,,,,,,
ELEC.V,V-04387,Electric Royalties Ltd.,TSXV,15084106.905,,,,,,
RDU.V,V-01645,Radius Gold Inc.,TSXV,15041552.63,,,,,,
OOR.V,V-01389,Opus One Gold Corporation,TSXV,15015000.0,,,,,,
GDP.V,V-00245,Golden Pursuit Resources Ltd.,TSXV,14837394.0,,,,,,
SBMI.V,V-04559,Silver Bullet Mines Corp.,TSXV,14800000.0,,,,,,
GZD.V,V-00880,Grizzly Discoveries Inc.,TSXV,14796615.73,,,,,,
DEC.V,V-02689,Decade Resources Ltd.,TSXV,14759504.16,,,,,,
WRR.V,V-04024,Walker River Resources Corp.,TSXV,14746286.88,,,,,,
BMET.V,V-03102,BeMetals Corp.,TSXV,14721180.0,,,,,,
